,Year,Region,Round,Seed,Team,Location,OpponentSeed,Opponent,WinningTeam
340,2012,midwest,2,10,Purdue,"Omaha, NE",2,Kansas,Kansas
341,2012,midwest,3,1,UNC,"St. Louis, MO",13,Ohio,UNC
342,2012,midwest,3,11,North Carolina State,"St. Louis, MO",2,Kansas,Kansas
343,2012,midwest,4,1,UNC,"St. Louis, MO",2,Kansas,Kansas
344,2012,south,1,1,Kentucky,"Louisville, KY",16,Western Kentucky,Kentucky
345,2012,south,1,8,Iowa State,"Louisville, KY",9,UConn,Iowa State
346,2012,south,1,5,Wichita State,"Portland, OR",12,VCU,VCU
347,2012,south,1,4,Indiana,"Portland, OR",13,New Mexico State,Indiana
348,2012,south,1,6,UNLV,"Albuquerque, NM",11,Colorado,Colorado
349,2012,south,1,3,Baylor,"Albuquerque, NM",14,South Dakota State,Baylor
350,2012,south,1,7,Notre Dame,"Greensboro, NC",10,Xavier,Xavier
351,2012,south,1,2,Duke,"Greensboro, NC",15,Lehigh,Lehigh
352,2012,south,2,1,Kentucky,"Louisville, KY",8,Iowa State,Kentucky
353,2012,south,2,12,VCU,"Portland, OR",4,Indiana,Indiana
354,2012,south,2,11,Colorado,"The Pit, Al",3,Baylor,Baylor
355,2012,south,2,10,Xavier,"Greensboro, NC",15,Lehigh,Xavier
356,2012,south,3,1,Kentucky,"Atlanta, GA",4,Indiana,Kentucky
357,2012,south,3,3,Baylor,"Atlanta, GA",10,Xavier,Baylor
358,2012,south,4,1,Kentucky,"Atlanta, GA",3,Baylor,Kentucky
359,2012,west,1,1,Michigan State,"Columbus, OH",16,LIU-Brooklyn,Michigan State
360,2012,west,1,8,Memphis,"Columbus, OH",9,Saint Louis,Saint Louis
361,2012,west,1,5,New Mexico,"Portland, OR",12,Long Beach State,New Mexico
362,2012,west,1,4,Louisville,"Portland, OR",13,Davidson,Louisville
363,2012,west,1,6,Murray State,"Louisville, KY",11,Colorado State,Murray State
364,2012,west,1,3,Marquette,"Louisville, KY",14,BYU,Marquette
365,2012,west,1,7,Florida,"Omaha, NE",10,Virginia,Florida
366,2012,west,1,2,Missouri,"Omaha, NE",15,Norfolk State,Norfolk State
367,2012,west,2,1,Michigan State,"Columbus, OH",9,Saint Louis,Michigan State
368,2012,west,2,5,New Mexico,"Portland, OR",4,Louisville,Louisville
369,2012,west,2,6,Murray State,"Louisville, KY",3,Marquette,Marquette
370,2012,west,2,7,Florida,"Omaha, NE",15,Norfolk State,Florida
371,2012,west,3,1,Michigan State,"Phoenix, AZ",4,Louisville,Louisville
372,2012,west,3,3,Marquette,"Phoenix, AZ",7,Florida,Florida
373,2012,west,4,4,Louisville,"Phoenix, AZ",7,Florida,Louisville
374,2012,final four,5,1,Kentucky,"New Orleans, LA",4,Louisville,Kentucky
375,2012,final four,5,2,Ohio State,"New Orleans, LA",2,Kansas,Kansas
376,2012,final four,6,1,Kentucky,"New Orleans, LA",2,Kansas,Kentucky
377,2011,east,1,1,Ohio State,"Cleveland, OH",16,UTSA,Ohio State
378,2011,east,1,8,George Mason,"Cleveland, OH",9,Villanova,George Mason
379,2011,east,1,5,West Virginia,"Tampa, FL",12,Clemson,West Virginia
380,2011,east,1,4,Kentucky,"Tampa, FL",13,Princeton,Kentucky
381,2011,east,1,6,Xavier,"Cleveland, OH",11,Marquette,Marquette
382,2011,east,1,3,Syracuse,"Cleveland, OH",14,Indiana State,Syracuse
383,2011,east,1,7,Washington,"Charlotte, NC",10,Georgia,Washington
384,2011,east,1,2,UNC,"Charlotte, NC",15,LIU-Brooklyn,UNC
385,2011,east,2,1,Ohio State,"Cleveland, OH",8,George Mason,Ohio State
386,2011,east,2,5,West Virginia,"Tampa, FL",4,Kentucky,Kentucky
387,2011,east,2,11,Marquette,"Cleveland, OH",3,Syracuse,Marquette
388,2011,east,2,7,Washington,"Charlotte, NC",2,UNC,UNC
389,2011,east,3,1,Ohio State,"Newark, NJ",4,Kentucky,Kentucky
390,2011,east,3,11,Marquette,"Newark, NJ",2,UNC,UNC
391,2011,east,4,4,Kentucky,"Newark, NJ",2,UNC,Kentucky
392,2011,southeast,1,1,Pitt,"Washington, DC",16,North Carolina-Asheville,Pitt
393,2011,southeast,1,8,Butler,"Washington, DC",9,Old Dominion,Butler
394,2011,southeast,1,5,Kansas State,"Tucson, AZ",12,Utah State,Kansas State
395,2011,southeast,1,4,Wisconsin,"Tucson, AZ",13,Belmont,Wisconsin
396,2011,southeast,1,6,St. John's (NY),"Denver, CO",11,Gonzaga,Gonzaga
397,2011,southeast,1,3,BYU,"Denver, CO",14,Wofford,BYU
398,2011,southeast,1,7,UCLA,"Tampa, FL",10,Michigan State,UCLA
399,2011,southeast,1,2,Florida,"Tampa, FL",15,UCSB,Florida
400,2011,southeast,2,1,Pitt,"Washington, DC",8,Butler,Butler
401,2011,southeast,2,5,Kansas State,"Tucson, AZ",4,Wisconsin,Wisconsin
402,2011,southeast,2,11,Gonzaga,"Denver, CO",3,BYU,BYU
403,2011,southeast,2,7,UCLA,"Tampa, FL",2,Florida,Florida
404,2011,southeast,3,8,Butler,"New Orleans, LA",4,Wisconsin,Butler
405,2011,southeast,3,3,BYU,"New Orleans, LA",2,Florida,Florida
406,2011,southeast,4,8,Butler,"New Orleans, LA",2,Florida,Butler
407,2011,southwest,1,1,Kansas,"Tulsa, OK",16,Boston University,Kansas
408,2011,southwest,1,8,UNLV,"Tulsa, OK",9,Illinois,Illinois
409,2011,southwest,1,5,Vanderbilt,"Denver, CO",12,Richmond,Richmond
410,2011,southwest,1,4,Louisville,"Denver, CO",13,Morehead State,Morehead State
411,2011,southwest,1,6,Georgetown,"Chicago, IL",11,VCU,VCU
412,2011,southwest,1,3,Purdue,"Chicago, IL",14,St. Peter's,Purdue
413,2011,southwest,1,7,Texas A&M;,"Chicago, IL",10,Florida State,Florida State
414,2011,southwest,1,2,Notre Dame,"Chicago, IL",15,Akron,Notre Dame
415,2011,southwest,2,1,Kansas,"Tulsa, OK",9,Illinois,Kansas
416,2011,southwest,2,12,Richmond,"Denver, CO",13,Morehead State,Richmond
417,2011,southwest,2,11,VCU,"Chicago, IL",3,Purdue,VCU
418,2011,southwest,2,10,Florida State,"Chicago, IL",2,Notre Dame,Florida State
419,2011,southwest,3,1,Kansas,"San Antonio, TX",12,Richmond,Kansas
420,2011,southwest,3,11,VCU,"San Antonio, TX",10,Florida State,VCU
421,2011,southwest,4,1,Kansas,"San Antonio, TX",11,VCU,VCU
422,2011,west,1,1,Duke,"Charlotte, NC",16,Hampton,Duke
423,2011,west,1,8,Michigan,"Charlotte, NC",9,Tennessee,Michigan
424,2011,west,1,5,Arizona,"Tulsa, OK",12,Memphis,Arizona
425,2011,west,1,4,Texas,"Tulsa, OK",13,Oakland,Texas
426,2011,west,1,6,Cincinnati,"Washington, DC",11,Missouri,Cincinnati
427,2011,west,1,3,UConn,"Washington, DC",14,Bucknell,UConn
428,2011,west,1,7,Temple,"Tucson, AZ",10,Penn State,Temple
429,2011,west,1,2,San Diego State,"Tucson, AZ",15,Northern Colorado,San Diego State
430,2011,west,2,1,Duke,"Charlotte, NC",8,Michigan,Duke
431,2011,west,2,5,Arizona,"Tulsa, OK",4,Texas,Arizona
432,2011,west,2,6,Cincinnati,"Washington, DC",3,UConn,UConn
433,2011,west,2,7,Temple,"Tucson, AZ",2,San Diego State,San Diego State
434,2011,west,3,1,Duke,"Anaheim, CA",5,Arizona,Arizona
435,2011,west,3,3,UConn,"Anaheim, CA",2,San Diego State,UConn
436,2011,west,4,5,Arizona,"Anaheim, CA",3,UConn,UConn
437,2011,final four,5,3,UConn,"Houston, TX",4,Kentucky,UConn
438,2011,final four,5,11,VCU,"Houston, TX",8,Butler,Butler
439,2011,final four,6,3,UConn,"Houston, TX",8,Butler,UConn
440,2010,south,1,1,Duke,"Jacksonville, FL",16,Arkansas-Pine Bluff,Duke
441,2010,south,1,8,University of California,"Jacksonville, FL",9,Louisville,University of California
442,2010,south,1,5,Texas A&M;,"Spokane, WA",12,Utah State,Texas A&M;
443,2010,south,1,4,Purdue,"Spokane, WA",13,Siena,Purdue
444,2010,south,1,6,Notre Dame,"New Orleans, LA",11,Old Dominion,Old Dominion
445,2010,south,1,3,Baylor,"New Orleans, LA",14,Sam Houston State,Baylor
446,2010,south,1,7,Richmond,"Providence, RI",10,Saint Mary's (CA),Saint Mary's (CA)
447,2010,south,1,2,Villanova,"Providence, RI",15,Robert Morris,Villanova
448,2010,south,2,1,Duke,"Jacksonville, FL",8,University of California,Duke
449,2010,south,2,5,Texas A&M;,"Spokane, WA",4,Purdue,Purdue
450,2010,south,2,11,Old Dominion,"New Orleans, LA",3,Baylor,Baylor
451,2010,south,2,10,Saint Mary's (CA),"Providence, RI",2,Villanova,Saint Mary's (CA)
452,2010,south,3,1,Duke,"Houston, TX",4,Purdue,Duke
453,2010,south,3,3,Baylor,"Houston, TX",10,Saint Mary's (CA),Baylor
454,2010,south,4,1,Duke,"Houston, TX",3,Baylor,Duke
455,2010,east,1,1,Kentucky,"New Orleans, LA",16,ETSU,Kentucky
456,2010,east,1,8,Texas,"New Orleans, LA",9,Wake Forest,Wake Forest
457,2010,east,1,5,Temple,"Jacksonville, FL",12,Cornell,Cornell
458,2010,east,1,4,Wisconsin,"Jacksonville, FL",13,Wofford,Wisconsin
459,2010,east,1,6,Marquette,"San Jose, CA",11,Washington,Washington
460,2010,east,1,3,New Mexico,"San Jose, CA",14,Montana,New Mexico
461,2010,east,1,7,Clemson,"Buffalo, NY",10,Missouri,Missouri
462,2010,east,1,2,West Virginia,"Buffalo, NY",15,Morgan State,West Virginia
463,2010,east,2,1,Kentucky,"New Orleans, LA",9,Wake Forest,Kentucky
464,2010,east,2,12,Cornell,"Jacksonville, FL",4,Wisconsin,Cornell
465,2010,east,2,11,Washington,"San Jose, CA",3,New Mexico,Washington
466,2010,east,2,10,Missouri,"Buffalo, NY",2,West Virginia,West Virginia
467,2010,east,3,1,Kentucky,"Syracuse, NY",12,Cornell,Kentucky
468,2010,east,3,11,Washington,"Syracuse, NY",2,West Virginia,West Virginia
469,2010,east,4,1,Kentucky,"Syracuse, NY",2,West Virginia,West Virginia
470,2010,midwest,1,1,Kansas,"Oklahoma City, OK",16,Lehigh,Kansas
471,2010,midwest,1,8,UNLV,"Oklahoma City, OK",9,Northern Iowa,Northern Iowa
472,2010,midwest,1,5,Michigan State,"Spokane, WA",12,New Mexico State,Michigan State
473,2010,midwest,1,4,Maryland,"Spokane, WA",13,Houston,Maryland
474,2010,midwest,1,6,Tennessee,"Providence, RI",11,San Diego State,Tennessee
475,2010,midwest,1,3,Georgetown,"Providence, RI",14,Ohio,Ohio
476,2010,midwest,1,7,Oklahoma State,"Milwaukee, WI",10,Georgia Tech,Georgia Tech
477,2010,midwest,1,2,Ohio State,"Milwaukee, WI",15,UCSB,Ohio State
478,2010,midwest,2,1,Kansas,"Oklahoma City, OK",9,Northern Iowa,Northern Iowa
479,2010,midwest,2,5,Michigan State,"Spokane, WA",4,Maryland,Michigan State
480,2010,midwest,2,6,Tennessee,"Providence, RI",14,Ohio,Tennessee
481,2010,midwest,2,10,Georgia Tech,"Milwaukee, WI",2,Ohio State,Ohio State
482,2010,midwest,3,9,Northern Iowa,"St. Louis, MO",5,Michigan State,Michigan State
483,2010,midwest,3,6,Tennessee,"St. Louis, MO",2,Ohio State,Tennessee
484,2010,midwest,4,5,Michigan State,"St. Louis, MO",6,Tennessee,Michigan State
485,2010,west,1,1,Syracuse,"Buffalo, NY",16,Vermont,Syracuse
486,2010,west,1,8,Gonzaga,"Buffalo, NY",9,Florida State,Gonzaga
487,2010,west,1,5,Butler,"San Jose, CA",12,UTEP,Butler
488,2010,west,1,4,Vanderbilt,"San Jose, CA",13,Murray State,Murray State
489,2010,west,1,6,Xavier,"Milwaukee, WI",11,Minnesota,Xavier
490,2010,west,1,3,Pitt,"Milwaukee, WI",14,Oakland,Pitt
491,2010,west,1,7,BYU,"Oklahoma City, OK",10,Florida,BYU
492,2010,west,1,2,Kansas State,"Oklahoma City, OK",15,North Texas,Kansas State
493,2010,west,2,1,Syracuse,"Buffalo, NY",8,Gonzaga,Syracuse
494,2010,west,2,5,Butler,"San Jose, CA",13,Murray State,Butler
495,2010,west,2,6,Xavier,"Milwaukee, WI",3,Pitt,Xavier
496,2010,west,2,7,BYU,"Oklahoma City, OK",2,Kansas State,Kansas State
497,2010,west,3,1,Syracuse,"Salt Lake City, UT",5,Butler,Butler
498,2010,west,3,6,Xavier,"Salt Lake City, UT",2,Kansas State,Kansas State
499,2010,west,4,5,Butler,"Salt Lake City, UT",2,Kansas State,Butler
500,2010,final four,5,1,Duke,"Indianapolis, IN",2,West Virginia,Duke
501,2010,final four,5,5,Michigan State,"Indianapolis, IN",5,Butler,Butler
502,2010,final four,6,1,Duke,"Indianapolis, IN",5,Butler,Duke
503,2009,midwest,1,1,Louisville,"Dayton, OH",16,Morehead State,Louisville
504,2009,midwest,1,8,Ohio State,"Dayton, OH",9,Siena,Siena
505,2009,midwest,1,5,Utah,"Miami, FL",12,Arizona,Arizona
506,2009,midwest,1,4,Wake Forest,"Miami, FL",13,Cleveland State,Cleveland State
507,2009,midwest,1,6,West Virginia,"Minneapolis, MN",11,Dayton,Dayton
508,2009,midwest,1,3,Kansas,"Minneapolis, MN",14,North Dakota State,Kansas
509,2009,midwest,1,7,Boston College,"Minneapolis, MN",10,USC,USC
510,2009,midwest,1,2,Michigan State,"Minneapolis, MN",15,Robert Morris,Michigan State
511,2009,midwest,2,1,Louisville,"Dayton, OH",9,Siena,Louisville
512,2009,midwest,2,12,Arizona,"Miami, FL",13,Cleveland State,Arizona
513,2009,midwest,2,11,Dayton,"Minneapolis, MN",3,Kansas,Kansas
514,2009,midwest,2,10,USC,"Minneapolis, MN",2,Michigan State,Michigan State
515,2009,midwest,3,1,Louisville,"Indianapolis, IN",12,Arizona,Louisville
516,2009,midwest,3,3,Kansas,"Indianapolis, IN",2,Michigan State,Michigan State
517,2009,midwest,4,1,Louisville,"Indianapolis, IN",2,Michigan State,Michigan State
518,2009,east,1,1,Pitt,"Dayton, OH",16,ETSU,Pitt
519,2009,east,1,8,Oklahoma State,"Dayton, OH",9,Tennessee,Oklahoma State
520,2009,east,1,5,Florida State,"Boise, ID",12,Wisconsin,Wisconsin
521,2009,east,1,4,Xavier,"Boise, ID",13,Portland State,Xavier
522,2009,east,1,6,UCLA,"Philadelphia, PA",11,VCU,UCLA
523,2009,east,1,3,Villanova,"Philadelphia, PA",14,American,Villanova
524,2009,east,1,7,Texas,"Greensboro, NC",10,Minnesota,Texas
525,2009,east,1,2,Duke,"Greensboro, NC",15,Binghamton,Duke
526,2009,east,2,1,Pitt,"Dayton, OH",8,Oklahoma State,Pitt
527,2009,east,2,12,Wisconsin,"Boise, ID",4,Xavier,Xavier
528,2009,east,2,6,UCLA,"Philadelphia, PA",3,Villanova,Villanova
529,2009,east,2,7,Texas,"Greensboro, NC",2,Duke,Duke
530,2009,east,3,1,Pitt,"Boston, MA",4,Xavier,Pitt
531,2009,east,3,3,Villanova,"Boston, MA",2,Duke,Villanova
532,2009,east,4,1,Pitt,"Boston, MA",3,Villanova,Villanova
533,2009,south,1,1,UNC,"Greensboro, NC",16,Radford,UNC
534,2009,south,1,8,LSU,"Greensboro, NC",9,Butler,LSU
535,2009,south,1,5,Illinois,"Portland, OR",12,Western Kentucky,Western Kentucky
536,2009,south,1,4,Gonzaga,"Portland, OR",13,Akron,Gonzaga
537,2009,south,1,6,Arizona State,"Miami, FL",11,Temple,Arizona State
538,2009,south,1,3,Syracuse,"Miami, FL",14,Stephen F. Austin,Syracuse
539,2009,south,1,7,Clemson,"Kansas City, MO",10,Michigan,Michigan
540,2009,south,1,2,Oklahoma,"Kansas City, MO",15,Morgan State,Oklahoma
541,2009,south,2,1,UNC,"Greensboro, NC",8,LSU,UNC
542,2009,south,2,12,Western Kentucky,"Portland, OR",4,Gonzaga,Gonzaga
543,2009,south,2,6,Arizona State,"Miami, FL",3,Syracuse,Syracuse
544,2009,south,2,10,Michigan,"Kansas City, MO",2,Oklahoma,Oklahoma
545,2009,south,3,1,UNC,"Memphis, TN",4,Gonzaga,UNC
546,2009,south,3,3,Syracuse,"Memphis, TN",2,Oklahoma,Oklahoma
547,2009,south,4,1,UNC,"Memphis, TN",2,Oklahoma,UNC
548,2009,west,1,1,UConn,"Philadelphia, PA",16,Chattanooga,UConn
549,2009,west,1,8,BYU,"Philadelphia, PA",9,Texas A&M;,Texas A&M;
550,2009,west,1,5,Purdue,"Portland, OR",12,Northern Iowa,Purdue
551,2009,west,1,4,Washington,"Portland, OR",13,Mississippi State,Washington
552,2009,west,1,6,Marquette,"Boise, ID",11,Utah State,Marquette
553,2009,west,1,3,Missouri,"Boise, ID",14,Cornell,Missouri
554,2009,west,1,7,University of California,"Kansas City, MO",10,Maryland,Maryland
555,2009,west,1,2,Memphis,"Kansas City, MO",15,Cal State Northridge,Memphis
556,2009,west,2,1,UConn,"Philadelphia, PA",9,Texas A&M;,UConn
557,2009,west,2,5,Purdue,"Portland, OR",4,Washington,Purdue
558,2009,west,2,6,Marquette,"Boise, ID",3,Missouri,Missouri
559,2009,west,2,10,Maryland,"Kansas City, MO",2,Memphis,Memphis
560,2009,west,3,1,UConn,"Glendale, AZ",5,Purdue,UConn
561,2009,west,3,3,Missouri,"Glendale, AZ",2,Memphis,Missouri
562,2009,west,4,1,UConn,"Glendale, AZ",3,Missouri,UConn
563,2009,final four,5,1,UNC,"Detroit, MI",3,Villanova,UNC
564,2009,final four,5,1,UConn,"Detroit, MI",2,Michigan State,Michigan State
565,2009,final four,6,1,UNC,"Detroit, MI",2,Michigan State,UNC
566,2008,east,1,1,UNC,"Raleigh, NC",16,Mount St. Mary's,UNC
567,2008,east,1,8,Indiana,"Raleigh, NC",9,Arkansas,Arkansas
568,2008,east,1,5,Notre Dame,"Denver, CO",12,George Mason,Notre Dame
569,2008,east,1,4,Washington State,"Denver, CO",13,Winthrop,Washington State
570,2008,east,1,6,Oklahoma,"Birmingham, AL",11,St. Joseph's,Oklahoma
571,2008,east,1,3,Louisville,"Birmingham, AL",14,Boise State,Louisville
572,2008,east,1,7,Butler,"Birmingham, AL",10,South Alabama,Butler
573,2008,east,1,2,Tennessee,"Birmingham, AL",15,American,Tennessee
574,2008,east,2,1,UNC,"Raleigh, NC",9,Arkansas,UNC
575,2008,east,2,5,Notre Dame,"Denver, CO",4,Washington State,Washington State
576,2008,east,2,6,Oklahoma,"Birmingham, AL",3,Louisville,Louisville
577,2008,east,2,7,Butler,"Birmingham, AL",2,Tennessee,Tennessee
578,2008,east,3,1,UNC,"Charlotte, NC",4,Washington State,UNC
579,2008,east,3,3,Louisville,"Charlotte, NC",2,Tennessee,Louisville
580,2008,east,4,1,UNC,"Charlotte, NC",3,Louisville,UNC
581,2008,midwest,1,1,Kansas,"Omaha, NE",16,Portland State,Kansas
582,2008,midwest,1,8,UNLV,"Omaha, NE",9,Kent State,UNLV
583,2008,midwest,1,5,Clemson,"Tampa, FL",12,Villanova,Villanova
584,2008,midwest,1,4,Vanderbilt,"Tampa, FL",13,Siena,Siena
585,2008,midwest,1,6,USC,"Omaha, NE",11,Kansas State,Kansas State
586,2008,midwest,1,3,Wisconsin,"Omaha, NE",14,Cal State Fullerton,Wisconsin
587,2008,midwest,1,7,Gonzaga,"Raleigh, NC",10,Davidson,Davidson
588,2008,midwest,1,2,Georgetown,"Raleigh, NC",15,UMBC,Georgetown
589,2008,midwest,2,1,Kansas,"Omaha, NE",8,UNLV,Kansas
590,2008,midwest,2,12,Villanova,"Tampa, FL",13,Siena,Villanova
591,2008,midwest,2,11,Kansas State,"Omaha, NE",3,Wisconsin,Wisconsin
592,2008,midwest,2,10,Davidson,"Raleigh, NC",2,Georgetown,Davidson
593,2008,midwest,3,1,Kansas,"Detroit, MI",12,Villanova,Kansas
594,2008,midwest,3,3,Wisconsin,"Detroit, MI",10,Davidson,Davidson
595,2008,midwest,4,1,Kansas,"Detroit, MI",10,Davidson,Kansas
596,2008,south,1,1,Memphis,"Little Rock, AR",16,Texas-Arlington,Memphis
597,2008,south,1,8,Mississippi State,"Little Rock, AR",9,Oregon,Mississippi State
598,2008,south,1,5,Michigan State,"Denver, CO",12,Temple,Michigan State
599,2008,south,1,4,Pitt,"Denver, CO",13,Oral Roberts,Pitt
600,2008,south,1,6,Marquette,"Anaheim, CA",11,Kentucky,Marquette
601,2008,south,1,3,Stanford,"Anaheim, CA",14,Cornell,Stanford
602,2008,south,1,7,Miami (FL),"Little Rock, AR",10,Saint Mary's (CA),Miami (FL)
603,2008,south,1,2,Texas,"Little Rock, AR",15,Austin Peay,Texas
604,2008,south,2,1,Memphis,"Little Rock, AR",8,Mississippi State,Memphis
605,2008,south,2,5,Michigan State,"Denver, CO",4,Pitt,Michigan State
606,2008,south,2,6,Marquette,"Anaheim, CA",3,Stanford,Stanford
607,2008,south,2,7,Miami (FL),"Little Rock, AR",2,Texas,Texas
608,2008,south,3,1,Memphis,"Houston, TX",5,Michigan State,Memphis
609,2008,south,3,3,Stanford,"Houston, TX",2,Texas,Texas
610,2008,south,4,1,Memphis,"Houston, TX",2,Texas,Memphis
611,2008,west,1,1,UCLA,"Anaheim, CA",16,Mississippi Valley State,UCLA
612,2008,west,1,8,BYU,"Anaheim, CA",9,Texas A&M;,Texas A&M;
613,2008,west,1,5,Drake,"Tampa, FL",12,Western Kentucky,Western Kentucky
614,2008,west,1,4,UConn,"Tampa, FL",13,San Diego,San Diego
615,2008,west,1,6,Purdue,"Washington, DC",11,Baylor,Purdue
616,2008,west,1,3,Xavier,"Washington, DC",14,Georgia,Xavier
617,2008,west,1,7,West Virginia,"Washington, DC",10,Arizona,West Virginia
618,2008,west,1,2,Duke,"Washington, DC",15,Belmont,Duke
619,2008,west,2,1,UCLA,"Anaheim, CA",9,Texas A&M;,UCLA
620,2008,west,2,12,Western Kentucky,"Tampa, FL",13,San Diego,Western Kentucky
621,2008,west,2,6,Purdue,"Washington, DC",3,Xavier,Xavier
622,2008,west,2,7,West Virginia,"Washington, DC",2,Duke,West Virginia
623,2008,west,3,1,UCLA,"Phoenix, AZ",12,Western Kentucky,UCLA
624,2008,west,3,3,Xavier,"Phoenix, AZ",7,West Virginia,Xavier
625,2008,west,4,1,UCLA,"Phoenix, AZ",3,Xavier,UCLA
626,2008,final four,5,1,Kansas,"San Antonio, TX",1,UNC,Kansas
627,2008,final four,5,1,UCLA,"San Antonio, TX",1,Memphis,Memphis
628,2008,final four,6,1,Kansas,"San Antonio, TX",1,Memphis,Kansas
629,2007,west,1,1,Kansas,"Chicago, IL",16,Niagara,Kansas
630,2007,west,1,8,Kentucky,"Chicago, IL",9,Villanova,Kentucky
631,2007,west,1,5,Virginia Tech,"Columbus, OH",12,Illinois,Virginia Tech
632,2007,west,1,4,Southern Illinois,"Columbus, OH",13,Holy Cross,Southern Illinois
633,2007,west,1,6,Duke,"Buffalo, NY",11,VCU,VCU
634,2007,west,1,3,Pitt,"Buffalo, NY",14,Wright State,Pitt
635,2007,west,1,7,Indiana,"Sacramento, CA",10,Gonzaga,Indiana
636,2007,west,1,2,UCLA,"Sacramento, CA",15,Weber State,UCLA
637,2007,west,2,1,Kansas,"Chicago, IL",8,Kentucky,Kansas
638,2007,west,2,5,Virginia Tech,"Columbus, OH",4,Southern Illinois,Southern Illinois
639,2007,west,2,11,VCU,"Buffalo, NY",3,Pitt,Pitt
640,2007,west,2,7,Indiana,"Sacramento, CA",2,UCLA,UCLA
641,2007,west,3,1,Kansas,"San Jose, CA",4,Southern Illinois,Kansas
642,2007,west,3,3,Pitt,"San Jose, CA",2,UCLA,UCLA
643,2007,west,4,1,Kansas,"San Jose, CA",2,UCLA,UCLA
644,2007,east,1,1,UNC,"Winston-Salem, NC",16,Eastern Kentucky,UNC
645,2007,east,1,8,Marquette,"Winston-Salem, NC",9,Michigan State,Michigan State
646,2007,east,1,5,USC,"Spokane, WA",12,Arkansas,USC
647,2007,east,1,4,Texas,"Spokane, WA",13,New Mexico State,Texas
648,2007,east,1,6,Vanderbilt,"Sacramento, CA",11,George Washington,Vanderbilt
649,2007,east,1,3,Washington State,"Sacramento, CA",14,Oral Roberts,Washington State
650,2007,east,1,7,Boston College,"Winston-Salem, NC",10,Texas Tech,Boston College
651,2007,east,1,2,Georgetown,"Winston-Salem, NC",15,Belmont,Georgetown
652,2007,east,2,1,UNC,"Winston-Salem, NC",9,Michigan State,UNC
653,2007,east,2,5,USC,"Spokane, WA",4,Texas,USC
654,2007,east,2,6,Vanderbilt,"Sacramento, CA",3,Washington State,Vanderbilt
655,2007,east,2,7,Boston College,"Winston-Salem, NC",2,Georgetown,Georgetown
656,2007,east,3,1,UNC,"East Rutherford, NJ",5,USC,UNC
657,2007,east,3,6,Vanderbilt,"East Rutherford, NJ",2,Georgetown,Georgetown
658,2007,east,4,1,UNC,"East Rutherford, NJ",2,Georgetown,Georgetown
659,2007,midwest,1,1,Florida,"New Orleans, LA",16,Jackson State,Florida
660,2007,midwest,1,8,Arizona,"New Orleans, LA",9,Purdue,Purdue
661,2007,midwest,1,5,Butler,"Buffalo, NY",12,Old Dominion,Butler
662,2007,midwest,1,4,Maryland,"Buffalo, NY",13,Davidson,Maryland
663,2007,midwest,1,6,Notre Dame,"Spokane, WA",11,Winthrop,Winthrop
664,2007,midwest,1,3,Oregon,"Spokane, WA",14,Miami (OH),Oregon
665,2007,midwest,1,7,UNLV,"Chicago, IL",10,Georgia Tech,UNLV
666,2007,midwest,1,2,Wisconsin,"Chicago, IL",15,Texas A&M-Corpus; Christi,Wisconsin
667,2007,midwest,2,1,Florida,"New Orleans, LA",9,Purdue,Florida
668,2007,midwest,2,5,Butler,"Buffalo, NY",4,Maryland,Butler
669,2007,midwest,2,11,Winthrop,"Spokane, WA",3,Oregon,Oregon
670,2007,midwest,2,7,UNLV,"Chicago, IL",2,Wisconsin,UNLV
671,2007,midwest,3,1,Florida,"St. Louis, MO",5,Butler,Florida
672,2007,midwest,3,3,Oregon,"St. Louis, MO",7,UNLV,Oregon
673,2007,midwest,4,1,Florida,"St. Louis, MO",3,Oregon,Florida
674,2007,south,1,1,Ohio State,"Lexington, KY",16,Central Connecticut,Ohio State
675,2007,south,1,8,BYU,"Lexington, KY",9,Xavier,Xavier
676,2007,south,1,5,Tennessee,"Columbus, OH",12,Long Beach State,Tennessee
677,2007,south,1,4,Virginia,"Columbus, OH",13,Albany (NY),Virginia
