,Year,Region,Round,Seed,Team,Location,OpponentSeed,Opponent,WinningTeam
2263,1980,midwest,2,5,Missouri,"Lincoln, NE",4,Notre Dame,Missouri
2264,1980,midwest,2,6,Texas A&M;,"Denton, TX",3,UNC,Texas A&M;
2265,1980,midwest,2,7,Kansas State,"Lincoln, NE",2,Louisville,Louisville
2266,1980,midwest,3,1,LSU,"Houston, TX",5,Missouri,LSU
2267,1980,midwest,3,6,Texas A&M;,"Houston, TX",2,Louisville,Louisville
2268,1980,midwest,4,1,LSU,"Houston, TX",2,Louisville,Louisville
2269,1980,west,1,8,UCLA,"Tempe, AZ",9,Old Dominion,UCLA
2270,1980,west,1,5,Arizona State,"Tempe, AZ",12,Loyola Marymount,Arizona State
2271,1980,west,1,6,Clemson,"Ogden, UT",11,Utah State,Clemson
2272,1980,west,1,7,Weber State,"Ogden, UT",10,Lamar,Lamar
2273,1980,west,2,1,DePaul,"Tempe, AZ",8,UCLA,UCLA
2274,1980,west,2,5,Arizona State,"Tempe, AZ",4,Ohio State,Ohio State
2275,1980,west,2,6,Clemson,"Ogden, UT",3,BYU,Clemson
2276,1980,west,2,10,Lamar,"Ogden, UT",2,Oregon State,Lamar
2277,1980,west,3,8,UCLA,"Tucson, AZ",4,Ohio State,UCLA
2278,1980,west,3,6,Clemson,"Tucson, AZ",10,Lamar,Clemson
2279,1980,west,4,8,UCLA,"Tucson, AZ",6,Clemson,UCLA
2280,1980,final four,5,2,Louisville,"Indianapolis, IN",5,Iowa,Louisville
2281,1980,final four,5,6,Purdue,"Indianapolis, IN",8,UCLA,UCLA
2282,1980,final four,6,2,Louisville,"Indianapolis, IN",8,UCLA,Louisville
2283,1979,east,1,8,Iona,"Raleigh, NC",9,Penn,Penn
2284,1979,east,1,7,Temple,"Raleigh, NC",10,St. John's (NY),St. John's (NY)
2285,1979,east,2,1,UNC,"Raleigh, NC",9,Penn,Penn
2286,1979,east,2,5,UConn,"Providence, RI",4,Syracuse,Syracuse
2287,1979,east,2,6,Rutgers,"Providence, RI",3,Georgetown,Rutgers
2288,1979,east,2,10,St. John's (NY),"Raleigh, NC",2,Duke,St. John's (NY)
2289,1979,east,3,9,Penn,"Greensboro, NC",4,Syracuse,Penn
2290,1979,east,3,6,Rutgers,"Greensboro, NC",10,St. John's (NY),St. John's (NY)
2291,1979,east,4,9,Penn,"Greensboro, NC",10,St. John's (NY),Penn
2292,1979,mideast,1,8,Tennessee,"Murfreesboro, TN",9,Eastern Kentucky,Tennessee
2293,1979,mideast,1,7,Detroit,"Murfreesboro, TN",10,Lamar,Lamar
2294,1979,mideast,2,1,Notre Dame,"Murfreesboro, TN",8,Tennessee,Notre Dame
2295,1979,mideast,2,5,Toledo,"Bloomington, IN",4,Iowa,Toledo
2296,1979,mideast,2,6,Appalachian State,"Bloomington, IN",3,LSU,LSU
2297,1979,mideast,2,10,Lamar,"Murfreesboro, TN",2,Michigan State,Michigan State
2298,1979,mideast,3,1,Notre Dame,"Indianapolis, IN",5,Toledo,Notre Dame
2299,1979,mideast,3,3,LSU,"Indianapolis, IN",2,Michigan State,Michigan State
2300,1979,mideast,4,1,Notre Dame,"Indianapolis, IN",2,Michigan State,Michigan State
2301,1979,midwest,1,8,Virginia Tech,"Lawrence, KS",9,Jacksonville,Virginia Tech
2302,1979,midwest,1,7,Weber State,"Lawrence, KS",10,New Mexico State,Weber State
2303,1979,midwest,2,1,Indiana State,"Lawrence, KS",8,Virginia Tech,Indiana State
2304,1979,midwest,2,5,Oklahoma,"Dallas, TX",4,Texas,Oklahoma
2305,1979,midwest,2,6,South Alabama,"Dallas, TX",3,Louisville,Louisville
2306,1979,midwest,2,7,Weber State,"Lawrence, KS",2,Arkansas,Arkansas
2307,1979,midwest,3,1,Indiana State,"Cincinnati, OH",5,Oklahoma,Indiana State
2308,1979,midwest,3,3,Louisville,"Cincinnati, OH",2,Arkansas,Arkansas
2309,1979,midwest,4,1,Indiana State,"Cincinnati, OH",2,Arkansas,Indiana State
2310,1979,west,1,8,Utah,"Los Angeles, CA",9,Pepperdine,Pepperdine
2311,1979,west,1,7,USC,"Los Angeles, CA",10,Utah State,USC
2312,1979,west,2,1,UCLA,"Los Angeles, CA",9,Pepperdine,UCLA
2313,1979,west,2,5,BYU,"Tucson, AZ",4,San Francisco,San Francisco
2314,1979,west,2,6,Pacific,"Tucson, AZ",3,Marquette,Marquette
2315,1979,west,2,7,USC,"Los Angeles, CA",2,DePaul,DePaul
2316,1979,west,3,1,UCLA,"Provo, UT",4,San Francisco,UCLA
2317,1979,west,3,3,Marquette,"Provo, UT",2,DePaul,DePaul
2318,1979,west,4,1,UCLA,"Provo, UT",2,DePaul,DePaul
2319,1979,final four,5,2,Michigan State,"Salt Lake City, UT",9,Penn,Michigan State
2320,1979,final four,5,2,DePaul,"Salt Lake City, UT",1,Indiana State,Indiana State
2321,1979,final four,6,2,Michigan State,"Salt Lake City, UT",1,Indiana State,Michigan State
2322,1978,east,1,,Duke,"Charlotte, NC",,Rhode Island,Duke
2323,1978,east,1,,Penn,"Philadelphia, PA",,St. Bonaventure,Penn
2324,1978,east,1,,Indiana,"Charlotte, NC",,Furman,Indiana
2325,1978,east,1,,Villanova,"Philadelphia, PA",,La Salle,Villanova
2326,1978,east,2,,Duke,"Providence, RI",,Penn,Duke
2327,1978,east,2,,Indiana,"Providence, RI",,Villanova,Villanova
2328,1978,east,3,,Duke,"Providence, RI",,Villanova,Duke
2329,1978,mideast,1,,Kentucky,"Knoxville, KY",,Florida State,Kentucky
2330,1978,mideast,1,,Miami (OH),"Indianapolis, IN",,Marquette,Miami (OH)
2331,1978,mideast,1,,Western Kentucky,"Knoxville, KY",,Syracuse,Western Kentucky
2332,1978,mideast,1,,Michigan State,"Indianapolis, IN",,Providence,Michigan State
2333,1978,mideast,2,,Kentucky,"Dayton, OH",,Miami (OH),Kentucky
2334,1978,mideast,2,,Western Kentucky,"Dayton, OH",,Michigan State,Michigan State
2335,1978,mideast,3,,Kentucky,"Dayton, OH",,Michigan State,Kentucky
2336,1978,midwest,1,,Notre Dame,"Tulsa, OK",,Houston,Notre Dame
2337,1978,midwest,1,,Utah,"Wichita, KS",,Missouri,Utah
2338,1978,midwest,1,,Louisville,"Tulsa, OK",,St. John's (NY),Louisville
2339,1978,midwest,1,,DePaul,"Wichita, KS",,Creighton,DePaul
2340,1978,midwest,2,,Notre Dame,"Lawrence, KS",,Utah,Notre Dame
2341,1978,midwest,2,,Louisville,"Lawrence, KS",,DePaul,DePaul
2342,1978,midwest,3,,Notre Dame,"Lawrence, KS",,DePaul,Notre Dame
2343,1978,west,1,,Arkansas,"Eugene, OR",,Weber State,Arkansas
2344,1978,west,1,,UCLA,"Eugene, OR",,Kansas,UCLA
2345,1978,west,1,,San Francisco,"Tempe, AZ",,UNC,San Francisco
2346,1978,west,1,,Cal State Fullerton,"Tempe, AZ",,New Mexico,Cal State Fullerton
2347,1978,west,2,,Arkansas,"Albuquerque, NM",,UCLA,Arkansas
2348,1978,west,2,,San Francisco,"Albuquerque, NM",,Cal State Fullerton,Cal State Fullerton
2349,1978,west,3,,Arkansas,"Albuquerque, NM",,Cal State Fullerton,Arkansas
2350,1978,final four,5,,Kentucky,"St. Louis, MO",,Arkansas,Kentucky
2351,1978,final four,5,,Notre Dame,"St. Louis, MO",,Duke,Duke
2352,1978,final four,6,,Kentucky,"St. Louis, MO",,Duke,Kentucky
2353,1977,east,1,,UNC,"Philadelphia, PA",,Purdue,UNC
2354,1977,east,1,,Notre Dame,"Raleigh, NC",,Hofstra,Notre Dame
2355,1977,east,1,,Virginia Military Institute,"Raleigh, NC",,Duquesne,Virginia Military Institute
2356,1977,east,1,,Kentucky,"Philadelphia, PA",,Princeton,Kentucky
2357,1977,east,2,,UNC,"College Park, MD",,Notre Dame,UNC
2358,1977,east,2,,Virginia Military Institute,"College Park, MD",,Kentucky,Kentucky
2359,1977,east,3,,UNC,"College Park, MD",,Kentucky,UNC
2360,1977,mideast,1,,Charlotte,"Bloomington, IN",,Central Michigan,Charlotte
2361,1977,mideast,1,,Syracuse,"Baton Rouge, LA",,Tennessee,Syracuse
2362,1977,mideast,1,,Detroit,"Baton Rouge, LA",,Middle Tennessee,Detroit
2363,1977,mideast,1,,Michigan,"Bloomington, IN",,Holy Cross,Michigan
2364,1977,mideast,2,,Charlotte,"Lexington, KY",,Syracuse,Charlotte
2365,1977,mideast,2,,Detroit,"Lexington, KY",,Michigan,Michigan
2366,1977,mideast,3,,Charlotte,"Lexington, KY",,Michigan,Charlotte
2367,1977,midwest,1,,Marquette,"Omaha, NE",,Cincinnati,Marquette
2368,1977,midwest,1,,Kansas State,"Norman, OK",,Providence,Kansas State
2369,1977,midwest,1,,Southern Illinois,"Omaha, NE",,Arizona,Southern Illinois
2370,1977,midwest,1,,Wake Forest,"Norman, OK",,Arkansas,Wake Forest
2371,1977,midwest,2,,Marquette,"Oklahoma City, OK",,Kansas State,Marquette
2372,1977,midwest,2,,Southern Illinois,"Oklahoma City, OK",,Wake Forest,Wake Forest
2373,1977,midwest,3,,Marquette,"Oklahoma City, OK",,Wake Forest,Marquette
2374,1977,west,1,,UNLV,"Tucson, AZ",,San Francisco,UNLV
2375,1977,west,1,,Utah,"Tucson, AZ",,St. John's (NY),Utah
2376,1977,west,1,,UCLA,"Pocatello, ID",,Louisville,UCLA
2377,1977,west,1,,Idaho State,"Pocatello, ID",,Long Beach State,Idaho State
2378,1977,west,2,,UNLV,"Provo, UT",,Utah,UNLV
2379,1977,west,2,,UCLA,"Provo, UT",,Idaho State,Idaho State
2380,1977,west,3,,UNLV,"Provo, UT",,Idaho State,UNLV
2381,1977,final four,5,,Marquette,"Atlanta, GA",,Charlotte,Marquette
2382,1977,final four,5,,UNLV,"Atlanta, GA",,UNC,UNC
2383,1977,final four,6,,Marquette,"Atlanta, GA",,UNC,Marquette
2384,1976,east,1,,Rutgers,"Providence, RI",,Princeton,Rutgers
2385,1976,east,1,,UConn,"Providence, RI",,Hofstra,UConn
2386,1976,east,1,,DePaul,"Charlotte, NC",,Virginia,DePaul
2387,1976,east,1,,Virginia Military Institute,"Charlotte, NC",,Tennessee,Virginia Military Institute
2388,1976,east,2,,Rutgers,"Greensboro, NC",,UConn,Rutgers
2389,1976,east,2,,DePaul,"Greensboro, NC",,Virginia Military Institute,Virginia Military Institute
2390,1976,east,3,,Rutgers,"Greensboro, NC",,Virginia Military Institute,Rutgers
2391,1976,mideast,1,,Indiana,"South Bend, IN",,St. John's (NY),Indiana
2392,1976,mideast,1,,Alabama,"Dayton, OH",,UNC,Alabama
2393,1976,mideast,1,,Western Michigan,"South Bend, IN",,Virginia Tech,Western Michigan
2394,1976,mideast,1,,Marquette,"Dayton, OH",,Western Kentucky,Marquette
2395,1976,mideast,2,,Indiana,"Baton Rouge, LA",,Alabama,Indiana
2396,1976,mideast,2,,Western Michigan,"Baton Rouge, LA",,Marquette,Marquette
2397,1976,mideast,3,,Indiana,"Baton Rouge, LA",,Marquette,Indiana
2398,1976,midwest,1,,Michigan,"Denton, TX",,Wichita State,Michigan
2399,1976,midwest,1,,Notre Dame,"Lawrence, KS",,Cincinnati,Notre Dame
2400,1976,midwest,1,,Texas Tech,"Denton, TX",,Syracuse,Texas Tech
2401,1976,midwest,1,,Missouri,"Lawrence, KS",,Washington,Missouri
2402,1976,midwest,2,,Michigan,"Louisville, KY",,Notre Dame,Michigan
2403,1976,midwest,2,,Texas Tech,"Louisville, KY",,Missouri,Missouri
2404,1976,midwest,3,,Michigan,"Louisville, KY",,Missouri,Michigan
2405,1976,west,1,,UCLA,"Eugene, OR",,San Diego State,UCLA
2406,1976,west,1,,Pepperdine,"Tempe, AZ",,Memphis,Pepperdine
2407,1976,west,1,,UNLV,"Eugene, OR",,Boise State,UNLV
2408,1976,west,1,,Arizona,"Tempe, AZ",,Georgetown,Arizona
2409,1976,west,2,,UCLA,"Los Angeles, CA",,Pepperdine,UCLA
2410,1976,west,2,,UNLV,"Los Angeles, CA",,Arizona,Arizona
2411,1976,west,3,,UCLA,"Los Angeles, CA",,Arizona,UCLA
2412,1976,final four,5,,Indiana,"Philadelphia, PA",,UCLA,Indiana
2413,1976,final four,5,,Rutgers,"Philadelphia, PA",,Michigan,Michigan
2414,1976,final four,6,,Indiana,"Philadelphia, PA",,Michigan,Indiana
2415,1975,east,1,,Syracuse,"Philadelphia, PA",,La Salle,Syracuse
2416,1975,east,1,,UNC,"Charlotte, NC",,New Mexico State,UNC
2417,1975,east,1,,Boston College,"Charlotte, NC",,Furman,Boston College
2418,1975,east,1,,Kansas State,"Philadelphia, PA",,Penn,Kansas State
2419,1975,east,2,,Syracuse,"Providence, RI",,UNC,Syracuse
2420,1975,east,2,,Boston College,"Providence, RI",,Kansas State,Kansas State
2421,1975,east,3,,Syracuse,"Providence, RI",,Kansas State,Syracuse
2422,1975,mideast,1,,Kentucky,"Tuscaloosa, AL",,Marquette,Kentucky
2423,1975,mideast,1,,Central Michigan,"Tuscaloosa, AL",,Georgetown,Central Michigan
2424,1975,mideast,1,,Oregon State,"Lexington, KY",,Middle Tennessee,Oregon State
2425,1975,mideast,1,,Indiana,"Lexington, KY",,UTEP,Indiana
2426,1975,mideast,2,,Kentucky,"Dayton, OH",,Central Michigan,Central Michigan
2427,1975,mideast,2,,Oregon State,"Dayton, OH",,Indiana,Indiana
2428,1975,mideast,3,,Kentucky,"Dayton, OH",,Indiana,Kentucky
2429,1975,midwest,1,,Louisville,"Tulsa, OK",,Rutgers,Louisville
2430,1975,midwest,1,,Cincinnati,"Lubbock, TX",,Texas A&M;,Cincinnati
2431,1975,midwest,1,,Notre Dame,"Tulsa, OK",,Kansas,Notre Dame
2432,1975,midwest,1,,Maryland,"Lubbock, TX",,Creighton,Maryland
2433,1975,midwest,2,,Louisville,"Las Cruces, NM",,Cincinnati,Louisville
2434,1975,midwest,2,,Notre Dame,"Las Cruces, NM",,Maryland,Maryland
2435,1975,midwest,3,,Louisville,"Las Cruces, NM",,Maryland,Louisville
2436,1975,west,1,,UCLA,"Pullman, WA",,Michigan,UCLA
2437,1975,west,1,,Montana,"Pullman, WA",,Utah State,Montana
2438,1975,west,1,,UNLV,"Tempe, AZ",,San Diego State,UNLV
2439,1975,west,1,,Arizona State,"Tempe, AZ",,Alabama,Arizona State
2440,1975,west,2,,UCLA,"Portland, OR",,Montana,UCLA
2441,1975,west,2,,UNLV,"Portland, OR",,Arizona State,Arizona State
2442,1975,west,3,,UCLA,"Portland, OR",,Arizona State,UCLA
2443,1975,final four,5,,UCLA,"San Diego, CA",,Louisville,UCLA
2444,1975,final four,5,,Syracuse,"San Diego, CA",,Kentucky,Kentucky
2445,1975,final four,6,,UCLA,"San Diego, CA",,Kentucky,UCLA
2446,1974,east,1,,Providence,"Jamaica, NY",,Penn,Providence
2447,1974,east,1,,Furman,"Philadelphia, PA",,South Carolina,Furman
2448,1974,east,1,,Pitt,"Morgantown, WV",,St. Joseph's,Pitt
2449,1974,east,2,,North Carolina State,"Raleigh, NC",,Providence,North Carolina State
2450,1974,east,2,,Furman,"Raleigh, NC",,Pitt,Pitt
2451,1974,east,3,,North Carolina State,"Raleigh, NC",,Pitt,North Carolina State
2452,1974,mideast,1,,Marquette,"Terre Haute, IN",,Ohio,Marquette
2453,1974,mideast,1,,Notre Dame,"Terre Haute, IN",,Austin Peay,Notre Dame
2454,1974,mideast,2,,Marquette,"Tuscaloosa, AL",,Vanderbilt,Marquette
2455,1974,mideast,2,,Notre Dame,"Tuscaloosa, AL",,Michigan,Michigan
2456,1974,mideast,3,,Marquette,"Tuscaloosa, AL",,Michigan,Marquette
2457,1974,midwest,1,,Creighton,"Denton, TX",,Texas,Creighton
2458,1974,midwest,1,,Oral Roberts,"Denton, TX",,Syracuse,Oral Roberts
2459,1974,midwest,2,,Kansas,"Tulsa, OK",,Creighton,Kansas
2460,1974,midwest,2,,Louisville,"Tulsa, OK",,Oral Roberts,Oral Roberts
2461,1974,midwest,3,,Kansas,"Tulsa, OK",,Oral Roberts,Kansas
2462,1974,west,1,,Dayton,"Pocatello, ID",,Cal State Los Angeles,Dayton
2463,1974,west,1,,New Mexico,"Pocatello, ID",,Idaho State,New Mexico
2464,1974,west,2,,UCLA,"Tucson, AZ",,Dayton,UCLA
2465,1974,west,2,,New Mexico,"Tucson, AZ",,San Francisco,San Francisco
2466,1974,west,3,,UCLA,"Tucson, AZ",,San Francisco,UCLA
2467,1974,final four,5,,North Carolina State,"Greensboro, NC",,UCLA,North Carolina State
2468,1974,final four,5,,Kansas,"Greensboro, NC",,Marquette,Marquette
2469,1974,final four,6,,North Carolina State,"Greensboro, NC",,Marquette,North Carolina State
2470,1973,east,1,,Providence,"Williamsburg, VA",,St. Joseph's,Providence
2471,1973,east,1,,Penn,"Jamaica, NY",,St. John's (NY),Penn
2472,1973,east,1,,Syracuse,"Philadelphia, PA",,Furman,Syracuse
2473,1973,east,2,,Providence,"Charlotte, NC",,Penn,Providence
2474,1973,east,2,,Syracuse,"Charlotte, NC",,Maryland,Maryland
2475,1973,east,3,,Providence,"Charlotte, NC",,Maryland,Providence
2476,1973,mideast,1,,Marquette,"Dayton, OH",,Miami (OH),Marquette
2477,1973,mideast,1,,Austin Peay,"Dayton, OH",,Jacksonville,Austin Peay
2478,1973,mideast,2,,Indiana,"Nashville, TN",,Marquette,Indiana
2479,1973,mideast,2,,Austin Peay,"Nashville, TN",,Kentucky,Kentucky
2480,1973,mideast,3,,Indiana,"Nashville, TN",,Kentucky,Indiana
2481,1973,midwest,1,,South Carolina,"Wichita, KS",,Texas Tech,South Carolina
2482,1973,midwest,1,,Louisiana-Lafayette,"Wichita, KS",,Houston,Louisiana-Lafayette
2483,1973,midwest,2,,Memphis,"Houston, TX",,South Carolina,Memphis
2484,1973,midwest,2,,Louisiana-Lafayette,"Houston, TX",,Kansas State,Kansas State
2485,1973,midwest,3,,Memphis,"Houston, TX",,Kansas State,Memphis
2486,1973,west,1,,Arizona State,"Logan, UT",,Oklahoma City,Arizona State
2487,1973,west,1,,Long Beach State,"Logan, UT",,Weber State,Long Beach State
2488,1973,west,2,,UCLA,"Los Angeles, CA",,Arizona State,UCLA
2489,1973,west,2,,Long Beach State,"Los Angeles, CA",,San Francisco,San Francisco
2490,1973,west,3,,UCLA,"Los Angeles, CA",,San Francisco,UCLA
2491,1973,final four,5,,UCLA,"St. Louis, MO",,Indiana,UCLA
2492,1973,final four,5,,Providence,"St. Louis, MO",,Memphis,Memphis
2493,1973,final four,6,,UCLA,"St. Louis, MO",,Memphis,UCLA
2494,1972,east,1,,South Carolina,"Williamsburg, PA",,Temple,South Carolina
2495,1972,east,1,,Villanova,"Princeton, NJ",,East Carolina,Villanova
2496,1972,east,1,,Penn,"Jamaica, NY",,Providence,Penn
2497,1972,east,2,,UNC,"Morgantown, WV",,South Carolina,UNC
2498,1972,east,2,,Villanova,"Morgantown, WV",,Penn,Penn
2499,1972,east,3,,UNC,"Morgantown, WV",,Penn,UNC
2500,1972,mideast,1,,Florida State,"Knoxville, KY",,Eastern Kentucky,Florida State
2501,1972,mideast,1,,Marquette,"Knoxville, KY",,Ohio,Marquette
2502,1972,mideast,2,,Florida State,"Dayton, OH",,Minnesota,Florida State
2503,1972,mideast,2,,Marquette,"Dayton, OH",,Kentucky,Kentucky
2504,1972,mideast,3,,Florida State,"Dayton, OH",,Kentucky,Florida State
2505,1972,midwest,1,,Louisiana-Lafayette,"Las Cruces, NM",,Marshall,Louisiana-Lafayette
2506,1972,midwest,1,,Texas,"Las Cruces, NM",,Houston,Texas
2507,1972,midwest,2,,Louisville,"Ames, IA",,Louisiana-Lafayette,Louisville
2508,1972,midwest,2,,Texas,"Ames, IA",,Kansas State,Kansas State
2509,1972,midwest,3,,Louisville,"Ames, IA",,Kansas State,Louisville
2510,1972,west,1,,Weber State,"Pocatello, ID",,Hawaii,Weber State
2511,1972,west,1,,Long Beach State,"Pocatello, ID",,BYU,Long Beach State
2512,1972,west,2,,UCLA,"Provo, UT",,Weber State,UCLA
2513,1972,west,2,,San Francisco,"Provo, UT",,Long Beach State,Long Beach State
2514,1972,west,3,,UCLA,"Provo, UT",,Long Beach State,UCLA
2515,1972,final four,5,,UCLA,"Los Angeles, CA",,Louisville,UCLA
2516,1972,final four,5,,UNC,"Los Angeles, CA",,Florida State,Florida State
2517,1972,final four,6,,UCLA,"Los Angeles, CA",,Florida State,UCLA
2518,1971,east,1,,Villanova,"Philadelphia, PA",,St. Joseph's,Villanova
2519,1971,east,1,,Fordham,"Jamaica, NY",,Furman,Fordham
2520,1971,east,1,,Penn,"Morgantown, NY",,Duquesne,Penn
2521,1971,east,2,,Villanova,"Raleigh, NC",,Fordham,Villanova
2522,1971,east,2,,South Carolina,"Raleigh, NC",,Penn,Penn
2523,1971,east,3,,Villanova,"Raleigh, NC",,Penn,Villanova
2524,1971,mideast,1,,Western Kentucky,"South Bend, IN",,Jacksonville,Western Kentucky
2525,1971,mideast,1,,Marquette,"South Bend, IN",,Miami (OH),Marquette
2526,1971,mideast,2,,Western Kentucky,"Athens, GA",,Kentucky,Western Kentucky
2527,1971,mideast,2,,Marquette,"Athens, GA",,Ohio State,Ohio State
2528,1971,mideast,3,,Western Kentucky,"Athens, GA",,Ohio State,Western Kentucky
2529,1971,midwest,1,,Houston,"Houston, TX",,New Mexico State,Houston
2530,1971,midwest,1,,Notre Dame,"Houston, TX",,Texas Christian,Notre Dame
2531,1971,midwest,2,,Kansas,"Wichita, KS",,Houston,Kansas
2532,1971,midwest,2,,Notre Dame,"Wichita, KS",,Drake,Drake
2533,1971,midwest,3,,Kansas,"Wichita, KS",,Drake,Kansas
2534,1971,west,1,,BYU,"Logan, UT",,Utah State,BYU
2535,1971,west,1,,Long Beach State,"Logan, UT",,Weber State,Long Beach State
2536,1971,west,2,,UCLA,"Salt Lake City, UT",,BYU,UCLA
2537,1971,west,2,,Pacific,"Salt Lake City, UT",,Long Beach State,Long Beach State
2538,1971,west,3,,UCLA,"Salt Lake City, UT",,Long Beach State,UCLA
2539,1971,final four,5,,UCLA,"Houston, TX",,Kansas,UCLA
2540,1971,final four,5,,Western Kentucky,"Houston, TX",,Villanova,Villanova
2541,1971,final four,6,,UCLA,"Houston, TX",,Villanova,UCLA
2542,1970,east,1,,St. Bonaventure,"Jamaica, NY",,Davidson,St. Bonaventure
2543,1970,east,1,,Niagara,"Princeton, NJ",,Penn,Niagara
2544,1970,east,1,,Villanova,"Philadelphia, PA",,Temple,Villanova
2545,1970,east,2,,St. Bonaventure,"Columbia, SC",,North Carolina State,St. Bonaventure
2546,1970,east,2,,Niagara,"Columbia, SC",,Villanova,Villanova
2547,1970,east,3,,St. Bonaventure,"Columbia, SC",,Villanova,St. Bonaventure
2548,1970,mideast,1,,Jacksonville,"Dayton, OH",,Western Kentucky,Jacksonville
2549,1970,mideast,1,,Notre Dame,"Dayton, OH",,Ohio,Notre Dame
2550,1970,mideast,2,,Jacksonville,"Columbus, OH",,Iowa,Jacksonville
2551,1970,mideast,2,,Notre Dame,"Columbus, OH",,Kentucky,Kentucky
2552,1970,mideast,3,,Jacksonville,"Columbus, OH",,Kentucky,Jacksonville
2553,1970,midwest,1,,New Mexico State,"Fort Worth, TX",,Rice,New Mexico State
2554,1970,midwest,1,,Houston,"Fort Worth, TX",,Dayton,Houston
2555,1970,midwest,2,,New Mexico State,"Lawrence, KS",,Kansas State,New Mexico State
2556,1970,midwest,2,,Houston,"Lawrence, KS",,Drake,Drake
2557,1970,midwest,3,,New Mexico State,"Lawrence, KS",,Drake,New Mexico State
2558,1970,west,1,,Long Beach State,"Provo, UT",,Weber State,Long Beach State
2559,1970,west,1,,Utah State,"Provo, UT",,UTEP,Utah State
2560,1970,west,2,,UCLA,"Seattle, WA",,Long Beach State,UCLA
2561,1970,west,2,,Santa Clara,"Seattle, WA",,Utah State,Utah State
2562,1970,west,3,,UCLA,"Seattle, WA",,Utah State,UCLA
2563,1970,final four,5,,UCLA,"College Park, MD",,New Mexico State,UCLA
2564,1970,final four,5,,St. Bonaventure,"College Park, MD",,Jacksonville,Jacksonville
2565,1970,final four,6,,UCLA,"College Park, MD",,Jacksonville,UCLA
2566,1969,east,1,,Duquesne,"Kingston, RI",,St. Joseph's,Duquesne
2567,1969,east,1,,St. John's (NY),"Raleigh, NC",,Princeton,St. John's (NY)
2568,1969,east,1,,Davidson,"Raleigh, NC",,Villanova,Davidson
2569,1969,east,2,,UNC,"College Park, MD",,Duquesne,UNC
2570,1969,east,2,,St. John's (NY),"College Park, MD",,Davidson,Davidson
2571,1969,east,3,,UNC,"College Park, MD",,Davidson,UNC
2572,1969,mideast,1,,Miami (OH),"Carbondale, IL",,Notre Dame,Miami (OH)
2573,1969,mideast,1,,Marquette,"Carbondale, IL",,Murray State,Marquette
2574,1969,mideast,2,,Purdue,"Madison, WI",,Miami (OH),Purdue
2575,1969,mideast,2,,Kentucky,"Madison, WI",,Marquette,Marquette
2576,1969,mideast,3,,Purdue,"Madison, WI",,Marquette,Purdue
2577,1969,midwest,1,,Texas A&M;,"Fort Worth, TX",,Trinity (TX),Texas A&M;
2578,1969,midwest,1,,Colorado State,"Fort Worth, TX",,Dayton,Colorado State
2579,1969,midwest,2,,Drake,"Manhattan, KS",,Texas A&M;,Drake
2580,1969,midwest,2,,Colorado,"Manhattan, KS",,Colorado State,Colorado State
2581,1969,midwest,3,,Drake,"Manhattan, KS",,Colorado State,Drake
2582,1969,west,1,,New Mexico State,"Las Cruces, NM",,BYU,New Mexico State
2583,1969,west,1,,Weber State,"Las Cruces, NM",,Seattle,Weber State
2584,1969,west,2,,UCLA,"Los Angeles, CA",,New Mexico State,UCLA
2585,1969,west,2,,Weber State,"Los Angeles, CA",,Santa Clara,Santa Clara
2586,1969,west,3,,UCLA,"Los Angeles, CA",,Santa Clara,UCLA
2587,1969,final four,5,,UCLA,"Louisville, KY",,Drake,UCLA
2588,1969,final four,5,,UNC,"Louisville, KY",,Purdue,Purdue
2589,1969,final four,6,,UCLA,"Louisville, KY",,Purdue,UCLA
2590,1968,east,1,,St. Bonaventure,"Kingston, RI",,Boston College,St. Bonaventure
2591,1968,east,1,,Columbia,"College Park, MD",,La Salle,Columbia
2592,1968,east,1,,Davidson,"College Park, MD",,St. John's (NY),Davidson
2593,1968,east,2,,UNC,"Raleigh, NC",,St. Bonaventure,UNC
2594,1968,east,2,,Columbia,"Raleigh, NC",,Davidson,Davidson
2595,1968,east,3,,UNC,"Raleigh, NC",,Davidson,UNC
2596,1968,mideast,1,,ETSU,"Kent, OH",,Florida State,ETSU
2597,1968,mideast,1,,Marquette,"Kent, OH",,Bowling Green State,Marquette
2598,1968,mideast,2,,Ohio State,"Lexington, KY",,ETSU,Ohio State
2599,1968,mideast,2,,Marquette,"Lexington, KY",,Kentucky,Kentucky
2600,1968,mideast,3,,Ohio State,"Lexington, KY",,Kentucky,Ohio State
2601,1968,midwest,1,,Houston,"Salt Lake City, UT",,Loyola (IL),Houston
2602,1968,midwest,2,,Houston,"Wichita, KS",,Louisville,Houston
2603,1968,midwest,2,,Kansas State,"Wichita, KS",,Texas Christian,Texas Christian
2604,1968,midwest,3,,Houston,"Wichita, KS",,Texas Christian,Houston
2605,1968,west,1,,New Mexico State,"Salt Lake City, UT",,Weber State,New Mexico State
2606,1968,west,2,,UCLA,"Albuquerque, NM",,New Mexico State,UCLA
2607,1968,west,2,,New Mexico,"Albuquerque, NM",,Santa Clara,Santa Clara
2608,1968,west,3,,UCLA,"Albuquerque, NM",,Santa Clara,UCLA
2609,1968,final four,5,,UCLA,"Los Angeles, CA",,Houston,UCLA
2610,1968,final four,5,,Ohio State,"Los Angeles, CA",,UNC,UNC
